893,2011
1739,2614
1156,76
894,2483
1397,1567
2580,3373
1713,112
2273,213
361,1679
3340,2473
590,262
141,3304
1972,2543
2991,1703
2508,201
1778,1212
3068,2365
1569,2155
2554,2734
1735,2617
2489,2842
483,402
474,3518
263,389
3024,1292
2634,2282
1955,680
1247,1910
1428,170
1879,1143
351,2322
1416,756
1365,665
1455,2780
3256,623
781,2855
1184,475
2983,615
2705,3069
1869,501
1245,1766
2236,1325
930,1614
2276,1897
1381,1726
695,1942
1197,3148
472,1361
2091,1546
2199,2699
1933,1291
2110,2654
2473,983
1178,228
1232,2223
868,1218
1012,964
2684,2593
2788,1499
2153,3533
980,1836
3136,2951
452,1088
1068,1197
1420,2863
359,869
2657,646
1952,946
230,2719
3285,814
1226,1497
2921,1047
1665,2524
2020,192
3469,517
2524,3535
1920,2217
3314,2083
3370,2913
1810,680
1,1448
3179,1173
1952,1260
810,1186
2032,2756
1328,1101
403,3236
732,401
467,749
2613,2013
649,2214
199,2191
2347,1682
686,583
2952,1016
247,191
1798,2267
834,1720
809,2493
667,1392
2472,128
773,482
2286,1736
2826,364
2323,992
2171,3515
2331,1865
1012,2867
3372,921
242,2193
1687,2418
1661,1524
2863,2091
107,3345
453,2021
2926,2046
2039,703
3460,2140
2741,2823
1285,986
172,685
2085,2027
62,1060
1011,2359
3088,1502
2735,2694
3164,644
12,2502
2199,3228
1796,3161
3372,3063
2184,305
3032,1533
1777,3315
1880,1948
432,2096
941,1042
823,1126
1316,1621
486,2745
2912,728
1147,440
3174,324
1382,504
1953,1258
1136,3567
2371,1007
1624,2938
104,2517
2499,3391
828,215
1064,946
1443,1005
1662,1532
3187,2879
1314,1132
3494,3478
457,3376
3401,1998
396,3387
1386,3383
110,2800
2425,1113
430,112
1912,3514
3098,832
3150,1485
57,2494
105,2177
2615,1399
1694,2445
3123,355
1858,3482
210,1952
214,512
186,1011
2688,341
3160,2412
1489,2016
441,2419
1759,823
2951,1218
3183,1130
2421,3291
112,1183
3450,3263
1051,1587
165,1483
2656,2169
1491,2288
2979,2986
1105,540
3531,1673
2724,3117
644,2433
1593,2330
1217,2613
214,699
838,1624
1416,2876
3404,431
2233,2884
3427,3172
171,3360
2917,1359
204,1484
1053,3253
98,3453
381,1702
1899,376
2603,2372
2734,1079
1846,2704
3534,63
1113,1611
3246,3064
3318,879
215,2414
3003,2847
2259,3065
2184,3087
3107,1519
1791,904
1244,2560
2520,1056
2810,1329
3371,776
1042,698
529,141
3296,2777
959,1234
559,2945
367,1344
1211,1482
75,3171
696,2608
1006,1202
3465,1399
3544,2530
3503,1729
1812,1854
146,2558
2888,2726
904,2087
2465,730
1426,1598
2221,856
1634,273
2631,433
272,3499
3165,2316
40,2348
984,2084
543,1665
2917,2938
1097,2166
983,569
903,3376
126,144
909,1006
690,2470
2164,3259
931,17
2413,1381
2284,2515
1978,3240
945,2503
2658,76
1823,3387
740,3208
724,3357
163,145
2236,1160
263,190
3093,3178
1407,2632
330,3331
2298,701
2351,743
691,2816
1233,3483
318,1911
2741,514
1514,1387
2853,242
3261,2899
1966,245
739,1512
2642,1101
1345,2986
2026,1099
2356,97
167,2346
1764,2858
2727,2072
2410,3475
2280,2173
348,547
1172,3361
204,1216
769,880
2765,1893
543,1686
648,1018
25,344
3575,539
3379,1020
614,630
1285,1838
1807,3217
342,2281
1409,2933
3174,835
532,2589
1392,2164
1033,2181
2910,3428
3408,2436
1789,2919
1247,1491
1426,3384
370,253
2786,3102
1340,2545
2208,2794
144,816
269,2634
2558,746
1034,212
1558,901
115,1066
2502,2689
3428,1889
2112,1738
597,933
493,2718
3188,3395
1485,2376
2516,1756
3258,3526
1672,1624
3317,3504
3201,3526
807,1255
3193,2218
2399,3539
1128,1004
358,1109
