1155,76
893,2481
1734,2614
474,3515
1454,2778
2108,2651
452,1087
2654,645
2918,1046
3466,517
3368,2911
732,401
2345,1681
685,583
247,191
1797,2265
3369,920
1685,2416
452,2020
2198,3226
3369,3061
2182,305
1879,1947
431,2095
1315,1620
2910,727
214,512
2686,340
3181,1130
1050,1585
214,699
3401,431
381,1701
1845,2702
558,2943
75,3168
2463,729
2628,433
272,3496
40,2346
982,568
689,2468
2655,76
691,2814
738,1511
1344,2984
2354,97
768,879
542,1685
25,343
613,629
1557,901
807,1254
