127.289,54.0141,0.171367,-0.663391,2.83946,20.3041,8.45713,77.1346,0
164.812,42.7006,-1.13383,2.16542,39.2734,67.6788,1.55879,1.11606,0
136.445,54.8663,-0.158677,-0.588694,1.85284,17.8142,11.058,127.143,0
94.1094,40.9634,0.624453,1.44202,2.96237,20.6225,8.02797,69.2642,0
146.359,53.1711,-0.132668,-0.34891,1.87291,16.0611,11.353,140.697,0
114.969,50.3376,0.282526,-0.33432,1.26923,15.238,13.2288,183.217,0
133.359,43.407,-0.112716,0.39649,2.53094,15.356,8.36581,90.1639,0
105.273,50.423,0.38864,0.202566,1.38211,12.3109,13.0984,210.434,0
107.109,51.8588,0.336298,0.113443,1.95151,15.7358,10.7358,131.278,0
116.344,54.8068,0.0529643,-0.353825,6.05435,31.9055,5.61329,31.4294,0
109.188,48.6145,0.0423334,-0.216103,6.87291,30.5187,5.10913,27.4043,0
96.5234,35.7047,0.466438,2.41508,2.14381,18.5382,9.7807,102.631,0
112.242,37.937,0.236394,1.12921,5.00334,26.8941,6.27446,42.3051,0
115.531,50.687,0.471545,0.236561,0.818562,11.0487,16.2412,301.988,0
108.5,52.9409,0.411377,-0.269748,2.21405,16.909,10.2006,119.437,0
111.977,46.2859,0.322924,0.670501,0.602843,9.74389,20.0439,454.653,0
36.5156,30.7553,5.53812,36.6101,56.8119,86.6066,1.1746,-0.274812,1
107.625,51.9331,0.23693,0.0416332,1.90886,16.0349,11.081,140.361,0
111.07,33.7834,0.464626,2.31088,1.69983,12.8205,11.6092,171.023,0
115.18,45.4896,0.227006,0.00498959,1.68227,16.7796,11.2467,132.872,0
141.516,50.8865,0.0253211,-0.492353,4.03094,25.455,6.9422,50.6556,0
109.211,39.4021,0.535127,1.8877,2.4214,19.7611,9.12097,87.9624,0
105.531,41.0756,0.393023,1.6227,2.64047,20.0725,8.75568,83.094,0
120.086,47.9901,0.239798,0.367708,1.3913,12.5652,12.2014,185.072,0
132.883,52.8219,0.0698733,-0.18429,4.0393,27.0312,6.92047,48.0629,0
107.25,45.1311,0.276572,0.123002,4.5903,26.252,6.40942,43.1498,0
115.062,43.6194,0.205839,-0.0626675,5.59783,31.6191,5.88816,34.6009,0
119.844,44.7871,0.121752,0.253788,6.69983,32.6106,5.17256,26.9277,0
126.102,48.0527,0.101542,0.0642823,12.1329,45.8304,3.71975,12.493,0
