87.7656,37.6542,0.839833,2.19571,1.94565,16.2474,10.5292,125.94,0
114.461,45.3951,0.378696,0.54665,3.05435,22.7365,8.10704,68.2584,0
109.781,45.1129,0.397323,0.242666,1.55435,11.2419,13.1468,239.059,0
128.188,49.8151,-0.0161144,-0.32256,1.68395,12.1699,12.2701,198.355,0
104.633,39.4279,0.720312,1.77992,21.7525,56.127,2.43228,4.55665,0
138.812,47.611,-0.0334803,-0.15767,2.55268,16.7524,9.81724,113.023,0
130.398,49.1848,-0.13696,-0.181545,2.35284,15.2455,9.93869,118.027,0
122.469,47.9301,0.0675396,-0.153882,3.85535,21.6486,6.72293,50.1831,0
136.266,42.3579,-0.119417,0.448959,3.94816,23.4089,6.69931,48.7276,0
80.4297,35.6587,0.87098,3.41196,1.34448,11.4545,13.8461,244.333,0
115.016,48.9205,0.101683,-0.0492591,13.7441,44.9768,3.16953,8.65281,0
140.344,41.8837,-0.168623,1.39234,2.76505,15.5698,8.23593,88.5015,0
133.5,41.7711,-0.0371667,0.376719,4.1806,25.0888,6.55118,45.0894,0
106.758,45.9823,0.389406,0.312587,1.30686,15.9839,13.55,190.436,0
108.68,48.3328,0.306644,0.242936,2.19147,14.4073,9.52036,120.892,0
151.781,42.8507,-0.124521,0.691393,1.38462,12.4937,12.6873,196.381,0
104.352,48.3512,0.263835,-0.117791,3.58027,23.07,7.5619,60.8129,0
123.062,51.0041,0.177632,0.103631,5.22659,29.956,6.26858,40.1842,0
125.797,46.8814,0.227337,0.0734753,3.98077,24.8196,6.83732,48.966,0
95.0703,44.2772,0.138561,0.661346,2.14214,13.3518,9.88161,134.231,0
114.766,50.242,0.250453,0.265001,1.23495,10.6916,14.7424,289.945,0
117.258,42.8933,0.121774,0.0308781,1.1505,11.4983,16.4879,320.67,0
129.305,50.7333,0.0195685,-0.339843,2.27592,14.2477,9.62905,120.296,0
89.2812,43.6547,1.14121,1.90098,4.82274,28.1142,6.43996,43.1359,0
121.133,57.341,0.123975,-0.496632,1.15719,11.7188,14.4421,252.229,0
109.969,43.4811,0.103098,0.288852,3.27258,17.0948,7.02462,64.8506,0
114.57,46.2307,0.421383,0.394127,2.96739,18.3371,8.35547,83.3313,0
93.125,40.9042,0.186518,0.964725,2.40803,19.2037,9.47508,96.9932,0
118.883,46.6628,0.0645469,0.000305637,5.33612,26.9433,5.90765,37.0745,0
132.008,47.1433,-0.0972561,0.0795346,3.0995,19.9407,8.1497,73.8894,0
127.516,44.903,0.18329,0.120411,1.18227,11.5777,13.297,226.302,0
78.6328,35.1276,1.09234,3.96134,3.92726,24.6917,6.79929,47.7823,0
121.156,47.2028,0.295737,0.480365,1.78261,13.394,11.0404,155.496,0
106.68,53.3454,0.516952,-0.0829474,2.68645,16.2917,9.07685,101.636,0
137.352,47.4892,-0.174612,0.0876446,2.26505,19.9148,9.73218,99.9097,0
139.531,51.9001,0.0608582,-0.306831,96.9281,99.5556,0.142389,-1.85207,0
131.953,51.1129,0.00799852,-0.136929,2.73579,20.9795,8.38772,74.175,0
147.18,54.4006,-0.276796,-0.404095,5.30351,27.9645,6.30619,41.3196,0
136.445,50.723,0.0846162,-0.223626,3.07274,20.8891,7.89315,68.114,0
134.172,52.5577,-0.0763317,-0.428361,3.9908,22.9517,7.56826,61.9704,0
82.1953,37.8581,0.599192,2.25724,1.07191,13.7134,14.8749,240.707,0
112.258,41.4294,0.0527277,0.492998,1.3888,10.337,14.9396,315.896,0
113.914,46.4546,0.247865,0.123507,4.04933,23.9242,7.23512,57.2676,0
154.328,54.5363,-0.0799085,-0.685812,1.79766,15.0923,10.6608,130.323,0
112.734,44.805,0.356963,0.833789,5.22993,30.0607,6.01821,36.3348,0
132.609,46.7683,-0.167041,0.19789,2.52341,16.7943,8.70187,87.8592,0
112.883,52.4088,0.24142,-0.31006,12.6388,42.6922,3.3379,9.95974,0
111.188,50.5532,0.199717,-0.326684,3.04264,20.6801,9.28487,93.9075,0
131.078,45.8523,0.0419188,-0.1171,10.7065,41.0042,3.8581,13.9239,0
107.531,51.9415,0.390415,-0.455858,3.17391,17.0311,7.48016,70.9014,0
116.391,43.0489,0.237915,0.417837,2.43478,14.8838,9.28098,109.212,0
113.953,47.0433,0.29287,0.250241,22.4222,57.4127,2.36631,4.05908,0
118.953,41.6148,0.247797,1.06613,3.0811,15.2334,7.70584,85.2451,0
119.016,49.249,0.409883,0.0846962,2.2893,16.6832,9.41261,106.096,0
141.289,51.1064,0.049918,-0.330848,38.7249,73.4143,1.48201,0.429443,0
125.82,45.6187,-0.209819,0.463867,4.87124,29.028,6.1666,37.7738,0
93.6094,45.0058,0.663868,1.07703,2.58361,19.4211,8.63582,80.9332,0
160.172,55.6684,-0.851336,0.382979,103.798,105.664,0.105753,-1.89024,0
118.344,56.6561,0.01142,-0.724329,1.39548,14.1612,12.2762,168.934,0
100.711,58.6551,0.609798,-0.0805643,2.91054,16.7914,8.23359,83.7778,0
92,42.3894,0.636471,1.60787,6.34783,26.6367,4.78786,24.4623,0
94.4609,36.8771,0.482187,1.73239,3.53512,21.5051,7.02076,54.7192,0
98.1719,48.8056,0.311807,0.147812,2.22324,16.2043,10.2032,122.777,0
117.039,68.9161,0.0049672,-1.34255,73.5819,96.2137,0.632784,-1.41329,0
81.8906,41.6282,0.662481,1.41578,5.29515,28.3118,5.71477,33.3703,0
115.422,46.769,0.319481,0.0974241,1.93144,12.5781,11.1432,170.087,0
78.3906,37.8501,0.716527,2.20961,3.12291,21.0979,7.45567,59.2045,0
118.32,52.617,-0.207503,-0.168316,3.92224,23.8709,8.26236,73.735,0
117.289,52.268,-0.00752244,-0.238711,1.48161,15.0168,12.6048,179.196,0
71.4766,33.9204,0.904599,5.36634,6.45067,29.5557,4.81444,23.4123,0
147.977,40.5024,-0.149095,1.01256,1.83612,15.5374,11.3984,149.732,0
130.609,64.4048,-0.128818,-1.00416,185.708,85.1549,-1.60159,0.748122,0
106.289,42.3673,0.304728,0.964785,0.842809,9.83562,18.1016,403.776,0
96.6328,44.0888,0.396521,0.732046,2.06522,15.6001,11.0161,143.799,0
97.4375,48.1461,0.651117,0.310156,2.70987,16.545,9.70766,114.879,0
103.641,48.0268,0.482874,0.768883,3.10117,16.4998,7.78996,80.1112,0
115.789,44.9438,0.263763,0.0601307,18.4716,49.7283,2.62138,5.63299,0
134.508,48.7561,-0.0316356,-0.131966,0.764214,11.9159,18.5877,369.897,0
77.0234,44.5068,1.2686,2.60583,7.80853,36.8302,5.18151,26.5103,1
134.539,51.3803,-0.00391497,-0.103663,4.54682,23.805,6.39942,45.2462,0
99.3906,47.3004,0.46941,0.257304,0.55602,9.00999,22.0791,563.768,0
114.398,36.5717,0.709696,2.79663,4.5903,27.1639,6.25262,39.4029,0
113.484,40.1201,0.279201,0.92228,1.55853,12.2478,12.0152,189.724,0
107.945,51.4739,0.381744,-0.00683556,4.1413,24.1095,6.53007,45.4862,0
106.57,46.5448,0.0491401,0.119027,5.76338,27.2986,5.19528,28.6072,0
27.6406,29.4766,6.1663,41.4072,60.3253,73.5358,1.17899,0.310897,1
127.562,56.961,0.0710346,-0.638871,2.89214,16.3123,8.70281,97.6257,0
109.352,53.9416,0.257402,-0.273154,1.63545,13.8269,12.1519,173.734,0
157.414,41.4914,-0.203598,0.425524,1.54013,14.1683,13.5787,208.584,0
143.852,52.1237,-0.261785,-0.521904,86.7308,77.9622,0.236662,-1.3265,0
102.438,41.5287,0.418999,1.04703,1.6388,18.0762,11.5673,136.253,0
130.023,57.6012,-0.0213696,-0.60019,2.01003,16.1342,9.73796,108.935,0
116.617,45.4315,0.16063,0.0276037,2.76505,15.7083,8.17485,87.0366,0
108.109,41.8407,0.448055,0.707549,1.48244,11.4305,12.5793,222.068,0
25.1328,34.7067,4.81527,25.2257,91.4047,86.556,0.390899,-1.23722,1
137.227,51.5011,-0.027973,-0.16833,9.949,38.5753,4.02441,15.6156,0
110.414,45.9255,0.0471839,-0.0271721,3.78595,20.5968,7.12706,59.4865,0
108.188,33.5773,0.382432,2.72604,6.35201,32.8647,5.49824,30.2347,0
108.867,43.1214,0.374765,0.46125,1.88963,12.3404,11.0744,172.178,0
150.195,48.38,-0.459505,-0.0256723,1.73997,15.2585,11.5355,149.914,0
126.422,47.708,0.0595513,0.41703,8.74749,36.4213,4.4885,19.9885,0
124.484,56.2308,-0.00520886,-0.537727,4.05268,24.4357,6.80346,48.7542,0
124.086,42.7304,0.277436,0.527651,1.69983,16.0979,10.7348,125.621,0
97.2109,45.3039,0.591225,0.772035,2.10033,15.6148,10.2916,126.15,0
113.133,55.5483,0.201859,-0.440316,3.43144,19.1915,7.53224,67.4055,0
146.641,50.4208,-0.112763,-0.371109,4.71656,28.4598,6.68923,45.8044,0
98.5625,46.522,0.340985,0.122546,2.06355,14.903,10.807,142.047,0
117.555,45.2006,0.301001,0.663915,2.15301,15.6415,9.05023,97.0908,0
110.148,50.2929,0.237256,-0.0381152,2.18311,18.5209,9.29566,91.3577,0
113.938,48.6796,0.353903,0.194168,2.28094,16.9939,9.55719,103.581,0
132.625,42.6351,0.0178779,0.293242,3.34532,19.599,7.29051,60.2975,0
128.391,44.2308,0.093503,0.617528,11.9799,40.8396,3.48086,11.298,0
132.234,43.2098,0.120974,0.553818,2.25,18.3762,9.18744,90.8441,0
134.781,50.6341,-0.0362044,-0.217422,8.85452,35.1146,4.31167,18.6242,0
115.234,46.6897,0.289336,0.380397,2.26254,16.3281,9.84444,113.545,0
120.828,45.9177,0.138406,-0.0726621,2.92977,19.8829,8.7649,86.305,0
104.008,47.1364,0.30649,-0.166498,1.52425,12.0843,12.066,192.292,0
59.4453,47.5683,2.16891,5.54121,4.6505,26.3487,6.65848,46.2175,1
